Commit,High Confidence,Medium Confidence,Low Confidence,High Severity,Medium Severity,Low Severity,Unique CWEs
d3c52656eabfdb6f7c88e821a704256db4d2b256,5073,39,0,11,41,5060,https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/605.html;https://cwe.mitre.org/data/definitions/703.html
68e426c1684e59d54c57b707418f7b1e0587ad4b,5071,39,0,11,41,5058,https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/605.html;https://cwe.mitre.org/data/definitions/703.html
5a62ec94a1df7b4fa21fb98892bdd70e0668ff6e,5073,39,0,11,41,5060,https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/605.html;https://cwe.mitre.org/data/definitions/703.html
6c3f6f0dcc12937c793d5fa252e2dadffa036338,5071,39,0,11,41,5058,https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/605.html;https://cwe.mitre.org/data/definitions/703.html
016cbaee87a90f00c9a3689457037ca98b4e2ece,5073,39,0,11,41,5060,https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/605.html;https://cwe.mitre.org/data/definitions/703.html
b088a2cbca34da38079b8088764b9d1ea9a6a514,5071,39,0,11,41,5058,https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/605.html;https://cwe.mitre.org/data/definitions/703.html
de81d3b8224d0184e5d3f274bebf7f01eda1ee2b,5073,39,0,11,41,5060,https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/605.html;https://cwe.mitre.org/data/definitions/703.html
5f34c3bdd83b25b8b72d1b6b9a25546e9ee596f7,5073,39,0,11,41,5060,https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/605.html;https://cwe.mitre.org/data/definitions/703.html
6ef83f516c8a13918a5f673ec171cb5bfba04319,5071,39,0,11,41,5058,https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/605.html;https://cwe.mitre.org/data/definitions/703.html
49be3829dd74e7a62ece705315813d62877c176f,5073,39,0,11,41,5060,https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/605.html;https://cwe.mitre.org/data/definitions/703.html
8bd21e22815e9d349731a5458e8f13c317bfe852,5073,39,0,11,41,5060,https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/605.html;https://cwe.mitre.org/data/definitions/703.html
64730512593d58b389f8e203f7966da72fe13a92,5073,39,0,11,41,5060,https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/605.html;https://cwe.mitre.org/data/definitions/703.html
c42472fac83026562d9f41183918f214528ebce2,5073,39,0,11,41,5060,https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/605.html;https://cwe.mitre.org/data/definitions/703.html
3d3a088447434bb9b048d5e74d6da07ef416da09,5073,39,0,11,41,5060,https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/605.html;https://cwe.mitre.org/data/definitions/703.html
52e4ea6785579dee2e1b397a4ce7e844f88b8526,5073,39,0,11,41,5060,https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/605.html;https://cwe.mitre.org/data/definitions/703.html
d5dd9d049a47cfba92746973aa862b13a09668b7,5072,39,0,11,41,5059,https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/605.html;https://cwe.mitre.org/data/definitions/703.html
bee424c97b1981a997feac414393d44bee83439b,5072,39,0,11,41,5059,https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/605.html;https://cwe.mitre.org/data/definitions/703.html
1146697f1849f3d853f06284159cb426e19898a4,5072,39,0,11,41,5059,https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/605.html;https://cwe.mitre.org/data/definitions/703.html
bd9a636e8eb44e36679425abf27cd712a3aff88b,5072,39,0,11,41,5059,https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/605.html;https://cwe.mitre.org/data/definitions/703.html
5cb5d968c8022a9165527a21d8db99859935b2d8,5072,39,0,11,41,5059,https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/605.html;https://cwe.mitre.org/data/definitions/703.html
a286cc937714bbe65ad17bc7c4364bb1f115ccad,5072,39,0,11,41,5059,https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/605.html;https://cwe.mitre.org/data/definitions/703.html
0c32bc88674f8d3814f0419eba14c0039d14d63e,5071,39,0,11,41,5058,https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/605.html;https://cwe.mitre.org/data/definitions/703.html
d8f38531007360e73af11a84984a022793010f0d,5072,39,0,11,41,5059,https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/605.html;https://cwe.mitre.org/data/definitions/703.html
b103bbca6b753e5b5357367cbaed10c7eade5a44,5071,39,0,11,41,5058,https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/605.html;https://cwe.mitre.org/data/definitions/703.html
7fea1913f0bd114c661580ac7f54641a6886c5bf,5072,39,0,11,41,5059,https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/605.html;https://cwe.mitre.org/data/definitions/703.html
8fe93ba82d12cd9bd7e4410809d35f6713462832,5072,39,0,11,41,5059,https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/605.html;https://cwe.mitre.org/data/definitions/703.html
b222fb921b87d0178a4e6537bf6ea082d31c19bc,5072,39,0,11,41,5059,https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/605.html;https://cwe.mitre.org/data/definitions/703.html
1b9fada3501360196b2951dd128fc33d243638e8,5071,39,0,11,41,5058,https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/605.html;https://cwe.mitre.org/data/definitions/703.html
622d3669deb1b235f722b6a1c1d14ae1914e7dce,5072,39,0,11,41,5059,https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/605.html;https://cwe.mitre.org/data/definitions/703.html
b48fcb9c53eb93d967d0a901cdbca8f71eb8c323,5072,39,0,11,41,5059,https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/605.html;https://cwe.mitre.org/data/definitions/703.html
c9bec0a576d8dc2afd4e74bcb9ed45bdef411c45,5072,39,0,11,41,5059,https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/605.html;https://cwe.mitre.org/data/definitions/703.html
fcdc28bb4a32843ce616c0906628a570366f5af0,5072,39,0,11,41,5059,https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/605.html;https://cwe.mitre.org/data/definitions/703.html
4790595f20c55da5714330d91e48540b4f0cf72c,5072,39,0,11,41,5059,https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/605.html;https://cwe.mitre.org/data/definitions/703.html
b7dcc373cddc64a58ba2cb974e6a2bf4ae9b06f5,5072,39,0,11,41,5059,https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/605.html;https://cwe.mitre.org/data/definitions/703.html
38224e03c50feeeadc1d6ab5a923b4cf26ecb038,5072,39,0,11,41,5059,https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/605.html;https://cwe.mitre.org/data/definitions/703.html
6c323e11746f336dad3e4de575a9ee213e4e7bb0,5072,39,0,11,41,5059,https://cwe.mitre.org/data/definitions/78.html;https://cwe.mitre.org/data/definitions/259.html;https://cwe.mitre.org/data/definitions/327.html;https://cwe.mitre.org/data/definitions/330.html;https://cwe.mitre.org/data/definitions/377.html;https://cwe.mitre.org/data/definitions/502.html;https://cwe.mitre.org/data/definitions/605.html;https://cwe.mitre.org/data/definitions/703.html
